locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKCPCKJH_03502	CDS	159				hypothetical protein
EKCPCKJH_03503	CDS	4257				hypothetical protein
EKCPCKJH_03504	CDS	102	ykgR			putative membrane protein YkgR
EKCPCKJH_03505	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
EKCPCKJH_03506	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
EKCPCKJH_03507	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
EKCPCKJH_03508	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
EKCPCKJH_03509	CDS	669	ecpB			putative fimbrial chaperone EcpB
EKCPCKJH_03510	CDS	2526	ecpC			putative outer membrane usher protein EcpC
EKCPCKJH_03511	CDS	1644	ecpD			Fimbria adhesin EcpD
EKCPCKJH_03512	CDS	711	ecpE			putative fimbrial chaperone EcpE
EKCPCKJH_03513	CDS	615	yagU_1		COG3477	Inner membrane protein YagU
EKCPCKJH_03514	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
EKCPCKJH_03515	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
EKCPCKJH_03516	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
EKCPCKJH_03517	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
EKCPCKJH_03518	CDS	411				hypothetical protein
EKCPCKJH_03519	CDS	1278	xerC_5			Tyrosine recombinase XerC
EKCPCKJH_03520	CDS	669				hypothetical protein
EKCPCKJH_03521	CDS	1842				hypothetical protein
EKCPCKJH_03522	CDS	213				hypothetical protein
EKCPCKJH_03523	CDS	1032				hypothetical protein
EKCPCKJH_03524	CDS	384				hypothetical protein
EKCPCKJH_03525	CDS	198				hypothetical protein
EKCPCKJH_03526	CDS	309				hypothetical protein
EKCPCKJH_03527	CDS	204				hypothetical protein
EKCPCKJH_03528	CDS	387				hypothetical protein
EKCPCKJH_03529	CDS	270				hypothetical protein
EKCPCKJH_03530	CDS	681				hypothetical protein
EKCPCKJH_03531	CDS	168				hypothetical protein
EKCPCKJH_03532	CDS	183				hypothetical protein
EKCPCKJH_03533	CDS	159				hypothetical protein
EKCPCKJH_03534	tRNA	76				tRNA-Thr(cgt)
EKCPCKJH_03535	CDS	1254	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EKCPCKJH_03536	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
EKCPCKJH_03537	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
EKCPCKJH_03538	CDS	402	crl			Sigma factor-binding protein Crl
EKCPCKJH_03539	CDS	1245				hypothetical protein
EKCPCKJH_03540	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EKCPCKJH_03541	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EKCPCKJH_03542	CDS	615	prfB_2		COG1186	Peptide chain release factor RF2
EKCPCKJH_03543	CDS	1140	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
EKCPCKJH_03544	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
EKCPCKJH_03545	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
EKCPCKJH_03546	CDS	924	lafU		COG1360	Chemotaxis protein LafU
EKCPCKJH_03547	CDS	864	lafT		COG1291	Chemotaxis protein LafT
EKCPCKJH_03548	CDS	717	lafS		COG1191	RNA polymerase sigma factor for flagellar operon
EKCPCKJH_03549	CDS	468				hypothetical protein
EKCPCKJH_03550	CDS	1062				hypothetical protein
EKCPCKJH_03551	CDS	312				hypothetical protein
EKCPCKJH_03552	CDS	393	fliS_2		COG1516	Flagellar secretion chaperone FliS
EKCPCKJH_03553	CDS	1317	fliD_2		COG1345	Flagellar hook-associated protein 2
EKCPCKJH_03554	CDS	915				hypothetical protein
EKCPCKJH_03555	CDS	843				hypothetical protein
EKCPCKJH_03556	CDS	978				hypothetical protein
EKCPCKJH_03557	CDS	930	flgL_2		COG1344	Flagellar hook-associated protein 3
EKCPCKJH_03558	CDS	1377				hypothetical protein
EKCPCKJH_03559	CDS	300				hypothetical protein
EKCPCKJH_03560	CDS	1101	flgI_2			Flagellar P-ring protein
EKCPCKJH_03561	CDS	744	flgH_2			Flagellar L-ring protein
EKCPCKJH_03562	CDS	786	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
EKCPCKJH_03563	CDS	738	flgF_2		COG4787	Flagellar basal-body rod protein FlgF
EKCPCKJH_03564	CDS	1203	flgE_2		COG1749	Flagellar hook protein FlgE
EKCPCKJH_03565	CDS	714				hypothetical protein
EKCPCKJH_03566	CDS	432	flgC_2		COG1558	Flagellar basal-body rod protein FlgC
EKCPCKJH_03567	CDS	336	flgB_2		COG1815	Flagellar basal body rod protein FlgB
EKCPCKJH_03568	CDS	738				hypothetical protein
EKCPCKJH_03569	CDS	279				hypothetical protein
EKCPCKJH_03570	CDS	429				hypothetical protein
EKCPCKJH_03571	CDS	930				hypothetical protein
EKCPCKJH_03572	CDS	2445				hypothetical protein
EKCPCKJH_03573	CDS	396	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
EKCPCKJH_03574	CDS	435				hypothetical protein
EKCPCKJH_03575	CDS	1338	fliI_2	7.1.2.2	COG1157	Flagellum-specific ATP synthase
EKCPCKJH_03576	CDS	711				hypothetical protein
EKCPCKJH_03577	CDS	1011	fliG_2		COG1536	Flagellar motor switch protein FliG
EKCPCKJH_03578	CDS	1647	fliF_2		COG1766	Flagellar M-ring protein
EKCPCKJH_03579	CDS	342	fliE_2			Flagellar hook-basal body complex protein FliE
EKCPCKJH_03580	CDS	987	vnfA		COG3604	Nitrogen fixation protein VnfA
EKCPCKJH_03581	CDS	852				hypothetical protein
EKCPCKJH_03582	CDS	372				hypothetical protein
EKCPCKJH_03583	CDS	753	fliP_2		COG1338	Flagellar biosynthetic protein FliP
EKCPCKJH_03584	CDS	276				hypothetical protein
EKCPCKJH_03585	CDS	783	fliR_2		COG1684	Flagellar biosynthetic protein FliR
EKCPCKJH_03586	CDS	1140	flhB_2		COG1377	Flagellar biosynthetic protein FlhB
EKCPCKJH_03587	CDS	2094	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
EKCPCKJH_03588	CDS	279				hypothetical protein
EKCPCKJH_03589	CDS	357				hypothetical protein
EKCPCKJH_03590	CDS	774				hypothetical protein
EKCPCKJH_03591	CDS	261	dinJ			Antitoxin DinJ
EKCPCKJH_03592	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
EKCPCKJH_03593	CDS	741				hypothetical protein
EKCPCKJH_03594	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
EKCPCKJH_03595	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
EKCPCKJH_03596	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
EKCPCKJH_03597	CDS	447	ivy			Inhibitor of vertebrate lysozyme
EKCPCKJH_03598	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
EKCPCKJH_03599	tRNA	77				tRNA-Asp(gtc)
EKCPCKJH_03600	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
EKCPCKJH_03601	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
EKCPCKJH_03602	CDS	723				hypothetical protein
EKCPCKJH_03603	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
EKCPCKJH_03604	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
EKCPCKJH_03605	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
EKCPCKJH_03606	CDS	780				hypothetical protein
EKCPCKJH_03607	CDS	915	dmlR_5			HTH-type transcriptional regulator DmlR
EKCPCKJH_03608	CDS	735				ISAs1 family transposase ISEc1
EKCPCKJH_03609	CDS	531				hypothetical protein
EKCPCKJH_03610	CDS	4512	rhsA	3.1.-.-	COG3209	putative deoxyribonuclease RhsA
EKCPCKJH_03611	CDS	432				hypothetical protein
EKCPCKJH_03612	CDS	2220				hypothetical protein
EKCPCKJH_03613	CDS	372				hypothetical protein
EKCPCKJH_03614	CDS	729				hypothetical protein
EKCPCKJH_03615	CDS	780				hypothetical protein
EKCPCKJH_03616	CDS	3867				hypothetical protein
EKCPCKJH_03617	CDS	288				hypothetical protein
EKCPCKJH_03618	CDS	675				hypothetical protein
EKCPCKJH_03619	CDS	1317	pal_3			Peptidoglycan-associated lipoprotein
EKCPCKJH_03620	CDS	1344				hypothetical protein
EKCPCKJH_03621	CDS	534				hypothetical protein
EKCPCKJH_03622	CDS	486	hcp1		COG3157	Protein hcp1
EKCPCKJH_03623	CDS	372				hypothetical protein
EKCPCKJH_03624	CDS	486				hypothetical protein
EKCPCKJH_03625	CDS	1515				hypothetical protein
EKCPCKJH_03626	CDS	546				hypothetical protein
EKCPCKJH_03627	CDS	291				hypothetical protein
EKCPCKJH_03628	CDS	564				hypothetical protein
EKCPCKJH_03629	CDS	2634	clpV1_2		COG0542	Protein ClpV1
EKCPCKJH_03630	CDS	915				hypothetical protein
EKCPCKJH_03631	CDS	831				hypothetical protein
EKCPCKJH_03632	CDS	495				hypothetical protein
EKCPCKJH_03633	tRNA	94				tRNA-His(gtg)
EKCPCKJH_03634	CDS	996				hypothetical protein
EKCPCKJH_03635	CDS	1047				hypothetical protein
EKCPCKJH_03636	CDS	273	ybaQ_2		COG3093	putative HTH-type transcriptional regulator YbaQ
EKCPCKJH_03637	CDS	519				hypothetical protein
EKCPCKJH_03638	CDS	300	intA_4		COG0582	Prophage integrase IntA
EKCPCKJH_03639	CDS	402				IS3 family transposase ISSen1
EKCPCKJH_03640	CDS	612				hypothetical protein
EKCPCKJH_03641	CDS	237				IS3 family transposase ISSen1
EKCPCKJH_03642	CDS	372	intA_5		COG0582	Prophage integrase IntA
EKCPCKJH_03643	tRNA	77				tRNA-Asp(gtc)
EKCPCKJH_03644	rRNA	111				5S ribosomal RNA
EKCPCKJH_03645	rRNA	2904				23S ribosomal RNA
EKCPCKJH_03646	tRNA	76				tRNA-Ala(tgc)
EKCPCKJH_03647	tRNA	77				tRNA-Ile(gat)
EKCPCKJH_03648	rRNA	1538				16S ribosomal RNA
EKCPCKJH_03649	CDS	576	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
EKCPCKJH_03650	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EKCPCKJH_03651	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
EKCPCKJH_03652	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
EKCPCKJH_03653	CDS	405	rcsF			Outer membrane lipoprotein RcsF
EKCPCKJH_03654	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
EKCPCKJH_03655	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EKCPCKJH_03656	CDS	582				hypothetical protein
EKCPCKJH_03657	CDS	711	nlpE		COG3015	Lipoprotein NlpE
EKCPCKJH_03658	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
EKCPCKJH_03659	CDS	546	yaeQ		COG4681	putative protein YaeQ
EKCPCKJH_03660	CDS	201				hypothetical protein
EKCPCKJH_03661	CDS	261	rof		COG4568	Protein rof
EKCPCKJH_03662	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EKCPCKJH_03663	CDS	390				hypothetical protein
EKCPCKJH_03664	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
EKCPCKJH_03665	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EKCPCKJH_03666	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EKCPCKJH_03667	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EKCPCKJH_03668	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
EKCPCKJH_03669	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
EKCPCKJH_03670	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EKCPCKJH_03671	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
EKCPCKJH_03672	CDS	486	skp		COG2825	Chaperone protein Skp
EKCPCKJH_03673	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
EKCPCKJH_03674	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
EKCPCKJH_03675	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
EKCPCKJH_03676	CDS	153				hypothetical protein
EKCPCKJH_03677	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
EKCPCKJH_03678	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
EKCPCKJH_03679	CDS	558	frr		COG0233	Ribosome-recycling factor
EKCPCKJH_03680	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
EKCPCKJH_03681	CDS	852	tsf		COG0264	Elongation factor Ts
EKCPCKJH_03682	CDS	726	rpsB		COG0052	30S ribosomal protein S2
EKCPCKJH_03683	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
EKCPCKJH_03684	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
EKCPCKJH_03685	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
EKCPCKJH_03686	CDS	387				hypothetical protein
EKCPCKJH_03687	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
EKCPCKJH_03688	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
EKCPCKJH_03689	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
EKCPCKJH_03690	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
EKCPCKJH_03691	CDS	801	btuF		COG0614	Vitamin B12-binding protein
EKCPCKJH_03692	CDS	624				hypothetical protein
EKCPCKJH_03693	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
EKCPCKJH_03694	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
EKCPCKJH_03695	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
EKCPCKJH_03696	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
EKCPCKJH_03697	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EKCPCKJH_03698	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
EKCPCKJH_03699	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
EKCPCKJH_03700	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
EKCPCKJH_03701	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
EKCPCKJH_03702	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
EKCPCKJH_03703	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
EKCPCKJH_03704	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
EKCPCKJH_03705	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
EKCPCKJH_03706	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
EKCPCKJH_03707	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EKCPCKJH_03708	CDS	585	yadN			putative fimbrial-like protein YadN
EKCPCKJH_03709	CDS	741	yadV			putative fimbrial chaperone YadV
EKCPCKJH_03710	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
EKCPCKJH_03711	CDS	570	yadM			putative fimbrial-like protein YadM
EKCPCKJH_03712	CDS	603	yadL			putative fimbrial-like protein YadL
EKCPCKJH_03713	CDS	597	yadK			putative fimbrial-like protein YadK
EKCPCKJH_03714	CDS	1275	yadC			putative fimbrial-like protein YadC
EKCPCKJH_03715	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
EKCPCKJH_03716	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
EKCPCKJH_03717	CDS	960				ISNCY family transposase ISRor2
EKCPCKJH_03718	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
EKCPCKJH_03719	CDS	1230				hypothetical protein
EKCPCKJH_03720	CDS	441				hypothetical protein
EKCPCKJH_03721	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
EKCPCKJH_03722	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
EKCPCKJH_03723	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
EKCPCKJH_03724	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
EKCPCKJH_03725	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
EKCPCKJH_03726	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
EKCPCKJH_03727	CDS	309				hypothetical protein
EKCPCKJH_03728	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
EKCPCKJH_03729	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
EKCPCKJH_03730	CDS	363				hypothetical protein
EKCPCKJH_03731	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
EKCPCKJH_03732	CDS	1758				hypothetical protein
EKCPCKJH_03733	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EKCPCKJH_03734	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EKCPCKJH_03735	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
EKCPCKJH_03736	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
EKCPCKJH_03737	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
EKCPCKJH_03738	CDS	855	ampE		COG3725	Protein AmpE
EKCPCKJH_03739	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
EKCPCKJH_03740	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
EKCPCKJH_03741	CDS	441				hypothetical protein
EKCPCKJH_03742	CDS	1386	epsE_2		COG2804	Type II secretion system protein E
EKCPCKJH_03743	CDS	1203	epsF_2		COG1459	Type II secretion system protein F
EKCPCKJH_03744	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
EKCPCKJH_03745	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EKCPCKJH_03746	CDS	744	zapD		COG4582	Cell division protein ZapD
EKCPCKJH_03747	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
EKCPCKJH_03748	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
EKCPCKJH_03749	CDS	2706	secA		COG0653	Protein translocase subunit SecA
EKCPCKJH_03750	CDS	588	secM			Secretion monitor
EKCPCKJH_03751	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
EKCPCKJH_03752	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
EKCPCKJH_03753	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
EKCPCKJH_03754	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
EKCPCKJH_03755	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
EKCPCKJH_03756	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
EKCPCKJH_03757	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EKCPCKJH_03758	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EKCPCKJH_03759	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
EKCPCKJH_03760	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EKCPCKJH_03761	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EKCPCKJH_03762	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EKCPCKJH_03763	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
EKCPCKJH_03764	CDS	366	ftsL		COG3116	Cell division protein FtsL
EKCPCKJH_03765	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
EKCPCKJH_03766	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
EKCPCKJH_03767	CDS	1005	cra		COG1609	Catabolite repressor/activator
EKCPCKJH_03768	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
EKCPCKJH_03769	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
EKCPCKJH_03770	CDS	945	leuO			HTH-type transcriptional regulator LeuO
EKCPCKJH_03771	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
EKCPCKJH_03772	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EKCPCKJH_03773	CDS	1401	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EKCPCKJH_03774	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
EKCPCKJH_03775	CDS	1179	setA			Sugar efflux transporter A
EKCPCKJH_03776	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
EKCPCKJH_03777	CDS	1656	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
EKCPCKJH_03778	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
EKCPCKJH_03779	CDS	1611				hypothetical protein
EKCPCKJH_03780	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
EKCPCKJH_03781	CDS	765	yabI		COG0586	Inner membrane protein YabI
EKCPCKJH_03782	CDS	879	araC			Arabinose operon regulatory protein
EKCPCKJH_03783	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
EKCPCKJH_03784	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
EKCPCKJH_03785	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
EKCPCKJH_03786	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
EKCPCKJH_03787	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
EKCPCKJH_03788	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
EKCPCKJH_03789	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
EKCPCKJH_03790	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
EKCPCKJH_03791	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
EKCPCKJH_03792	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
EKCPCKJH_03793	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EKCPCKJH_03794	CDS	378	apaG		COG2967	Protein ApaG
EKCPCKJH_03795	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
EKCPCKJH_03796	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
EKCPCKJH_03797	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
EKCPCKJH_03798	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
EKCPCKJH_03799	CDS	1332	ygcS_2			Inner membrane metabolite transport protein YgcS
EKCPCKJH_03800	CDS	288	fixX_3		COG2440	Ferredoxin-like protein FixX
EKCPCKJH_03801	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
EKCPCKJH_03802	CDS	942	fixB_3		COG2025	Protein FixB
EKCPCKJH_03803	CDS	771	fixA_2		COG2086	Protein FixA
EKCPCKJH_03804	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
EKCPCKJH_03805	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
EKCPCKJH_03806	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
EKCPCKJH_03807	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
EKCPCKJH_03808	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
EKCPCKJH_03809	CDS	591	yrdA_2		COG0663	Protein YrdA
EKCPCKJH_03810	CDS	396				hypothetical protein
EKCPCKJH_03811	CDS	219				hypothetical protein
EKCPCKJH_03812	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EKCPCKJH_03813	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
EKCPCKJH_03814	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EKCPCKJH_03815	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
EKCPCKJH_03816	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EKCPCKJH_03817	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
EKCPCKJH_03818	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
EKCPCKJH_03819	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EKCPCKJH_03820	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
EKCPCKJH_03821	CDS	264	rpsT		COG0268	30S ribosomal protein S20
EKCPCKJH_03822	CDS	561				hypothetical protein
EKCPCKJH_03823	CDS	777				hypothetical protein
EKCPCKJH_03824	CDS	1146	yehB_2		COG3188	Outer membrane usher protein YehB
EKCPCKJH_03825	CDS	960				hypothetical protein
EKCPCKJH_03826	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
EKCPCKJH_03827	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
EKCPCKJH_03828	CDS	153	hokC			Toxic protein HokC
EKCPCKJH_03829	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
